Rock Code Depth1(m) RHOB GR SP DT
ARENITO 49.0 3032.6076 2.5448 70.4276 45.8939 68.1172
ARENITO 49.0 3032.76 2.5482 75.7738 45.8162 68.2648
ARENITO 49.0 3032.9124 2.5198 76.4258 45.4915 68.3882
ARENITO 49.0 3033.0648 2.5114 74.1077 44.9182 68.2538
ARENITO 49.0 3033.2172 2.5235 72.6794 44.0183 68.0728
ARENITO 49.0 3033.3696 2.5636 72.9223 42.7852 67.7712
ARENITO 49.0 3033.522 2.5703 72.5819 41.3877 67.505
ARENITO 49.0 3033.6744 2.5582 68.8198 39.5759 67.0209
ARENITO 49.0 3033.8268 2.5658 59.7911 37.7653 66.5366
ARENITO 49.0 3033.9792 2.5442 46.7324 36.6162 66.3865
ARENITO 49.0 3034.1316 2.5259 35.9829 36.1219 66.3208
ARENITO 49.0 3034.284 2.5217 29.957 35.6281 66.421
ARENITO 49.0 3034.4364 2.5304 27.1993 35.3039 66.4868
ARENITO 49.0 3034.5888 2.5323 26.0225 35.3893 66.4001
ARENITO 49.0 3034.7412 2.5128 25.5096 35.6362 66.3067
ARENITO 49.0 3034.8936 2.4979 25.6582 35.6237 66.4017
ARENITO 49.0 3035.046 2.4906 26.9082 35.4784 66.1066
ARENITO 49.0 3035.1984 2.5137 29.5945 36.2372 65.544
ARENITO 49.0 3035.3508 2.5347 32.9166 37.4716 65.2333
ARENITO 49.0 3035.5032 2.5651 36.4133 38.794 65.1736
ARENITO 49.0 3035.6556 2.5771 39.1784 40.277 65.347
ARENITO 49.0 3035.808 2.5631 42.1789 41.8488 65.5556
ARENITO 49.0 3035.9604 2.5718 46.7385 43.3935 65.3472
ARENITO 49.0 3036.1128 2.5906 52.4401 44.4456 64.7511
ARENITO 49.0 3036.2652 2.5934 57.7149 45.2786 64.6066
ARENITO 49.0 3036.4176 2.5755 59.6671 45.801 65.0383
ARENITO 49.0 3036.57 2.548 55.9507 45.4602 65.5726
ARENITO 49.0 3036.7224 2.5506 47.5158 44.7766 66.2098
ARENITO 49.0 3036.8748 2.5457 39.4858 44.0748 66.4868
ARENITO 49.0 3037.0272 2.5212 35.3917 43.8281 66.5449
ARENITO 49.0 3037.1796 2.4843 34.3373 43.4844 66.6954
ARENITO 49.0 3037.332 2.456 34.0572 43.0878 66.8851
ARENITO 49.0 3037.4844 2.4558 33.7597 43.1334 67.0562
ARENITO 49.0 3037.6368 2.4828 33.7419 43.5294 66.9069
ARENITO 49.0 3037.7892 2.499 34.1389 43.5782 66.5763
ARENITO 49.0 3037.9416 2.503 34.4674 43.4311 66.5677
ARENITO 49.0 3038.094 2.5078 34.2484 43.6315 66.7883
ARENITO 49.0 3038.2464 2.5027 33.1477 43.8226 66.8955
ARENITO 49.0 3038.3988 2.4997 31.2101 43.779 66.6716
ARENITO 49.0 3038.5512 2.5041 28.88 44.0257 66.2297
ARENITO 49.0 3038.7036 2.5099 27.0886 44.3758 65.7491
ARENITO 49.0 3038.856 2.5177 27.5089 44.8694 65.3823
ARENITO 49.0 3039.0084 2.5293 31.1831 45.259 65.3217
ARENITO 49.0 3039.1608 2.5434 37.7756 45.6109 65.3947
ARENITO 49.0 3039.3132 2.5534 47.5836 46.1052 65.3802
ARENITO 49.0 3039.4656 2.5676 61.67 46.5989 65.545
ARENITO 49.0 3039.618 2.5688 80.0314 47.1989 65.6222
ARENITO 49.0 3039.7704 2.5427 106.4145 48.0479 65.4281
ARENITO 49.0 3039.9228 2.5353 133.14 48.9271 65.1119
FOLHELHO 57.0 3040.0752 2.5497 150.314 49.5588 64.9756
FOLHELHO 57.0 3040.2276 2.5515 164.5254 49.9437 65.1762
FOLHELHO 57.0 3040.38 2.5452 172.834 50.1905 65.332
FOLHELHO 57.0 3040.5324 2.5644 168.6789 50.1062 65.7456
FOLHELHO 57.0 3040.6848 2.573 152.4102 49.2782 66.6384
FOLHELHO 57.0 3040.8372 2.5626 122.9297 48.3787 67.5049
FOLHELHO 57.0 3040.9896 2.5475 89.2046 48.1104 67.886
FOLHELHO 57.0 3041.142 2.5219 65.2777 47.9973 67.7713
FOLHELHO 57.0 3041.2944 2.5113 48.9207 47.6362 67.3586
FOLHELHO 57.0 3041.4468 2.5228 41.7381 47.3716 66.9668
FOLHELHO 57.0 3041.5992 2.5427 42.3251 47.2566 67.1198
FOLHELHO 57.0 3041.7516 2.5454 42.8988 47.0095 67.6449
FOLHELHO 57.0 3041.904 2.5194 40.9447 46.879 67.936
ARENITO 49.0 3042.0564 2.4939 38.937 47.1135 67.8884
ARENITO 49.0 3042.2088 2.4794 42.3349 47.7246 67.454
ARENITO 49.0 3042.3612 2.4793 53.0796 48.5847 66.3627
ARENITO 49.0 3042.5136 2.4972 69.8955 49.5718 65.1056
ARENITO 49.0 3042.666 2.5249 89.7444 50.6784 63.9312
ARENITO 49.0 3042.8184 2.5507 109.1405 51.5529 62.9218
ARENITO 49.0 3042.9708 2.5564 121.0437 51.9255 62.735
ARENITO 49.0 3043.1232 2.548 120.1836 52.0509 63.1849
ARENITO 49.0 3043.2756 2.5325 107.8454 51.8063 63.9594
ARENITO 49.0 3043.428 2.5247 92.779 51.4968 64.8122
ARENITO 49.0 3043.5804 2.5299 75.0415 51.312 65.7871
ARENITO 49.0 3043.7328 2.5279 66.1559 51.4362 65.9886
ARENITO 49.0 3043.8852 2.5118 47.755 51.8084 65.9078
ARENITO 49.0 3044.0376 2.5 36.6667 52.4274 65.357
ARENITO 49.0 3044.19 2.5127 35.1371 53.2937 64.934
ARENITO 49.0 3044.3424 2.5343 36.0641 54.2824 64.7104
ARENITO 49.0 3044.4948 2.5413 38.6118 55.7788 64.6894
ARENITO 49.0 3044.6472 2.5441 47.8087 57.7531 64.8933
ARENITO 49.0 3044.7996 2.5462 64.3381 59.9879 65.1158
ARENITO 49.0 3044.952 2.5445 89.2359 62.3299 65.3189
FOLHELHO 57.0 3045.1044 2.5717 118.7118 64.1603 65.0941
FOLHELHO 57.0 3045.2568 2.6022 137.7185 65.2492 64.3106
FOLHELHO 57.0 3045.4092 2.6194 141.3406 65.8592 63.3811
FOLHELHO 57.0 3045.5616 2.6266 136.67 66.4846 62.8582
FOLHELHO 57.0 3045.714 2.6274 131.428 67.0925 63.0036
FOLHELHO 57.0 3045.8664 2.6151 131.003 67.3202 63.8107
FOLHELHO 57.0 3046.0188 2.6022 134.7562 67.5886 64.5557
FOLHELHO 57.0 3046.1712 2.5996 141.1415 67.9474 64.683
FOLHELHO 57.0 3046.3236 2.6016 147.0761 67.9238 64.7748
FOLHELHO 57.0 3046.476 2.6246 149.5085 67.5406 65.2189
FOLHELHO 57.0 3046.6284 2.6584 148.0417 67.1836 65.7089
FOLHELHO 57.0 3046.7808 2.6698 143.5572 66.5257 66.1652
FOLHELHO 57.0 3046.9332 2.6665 135.9235 65.2611 66.4708
ARENITO 49.0 3047.0856 2.6718 127.3499 63.6424 66.3121
ARENITO 49.0 3047.238 2.6653 118.9143 61.6369 65.9396
ARENITO 49.0 3047.3904 2.6504 108.1524 58.993 65.5034
ARENITO 49.0 3047.5428 2.6115 97.0474 56.3085 65.1732
ARENITO 49.0 3047.6952 2.5572 85.3058 54.1236 65.0015
ARENITO 49.0 3047.8476 2.5267 68.4008 52.149 64.7076
ARENITO 49.0 3048.0 2.52 51.6254 50.5993 64.422
ARENITO 49.0 3048.1524 2.5217 42.9718 49.6517 64.3378
ARENITO 49.0 3048.3048 2.527 41.1539 48.7677 64.367
ARENITO 49.0 3048.4572 2.5258 41.3331 48.0679 64.6515
ARENITO 49.0 3048.6096 2.5089 39.0137 47.4297 64.9845
ARENITO 49.0 3048.762 2.5025 33.8163 46.2531 65.0285
ARENITO 49.0 3048.9144 2.5115 28.1091 44.7701 64.9281
ARENITO 49.0 3049.0668 2.513 25.6218 43.8757 64.8577
ARENITO 49.0 3049.2192 2.5098 26.1468 43.3823 64.628
ARENITO 49.0 3049.3716 2.5036 29.0364 43.0367 64.0369
ARENITO 49.0 3049.524 2.4909 34.5819 42.9385 63.4963
ARENITO 49.0 3049.6764 2.4832 42.3487 42.6397 63.3686
ARENITO 49.0 3049.8288 2.4814 54.4459 42.146 63.5709
ARENITO 49.0 3049.9812 2.4957 69.2834 41.6517 63.9943
ARENITO 49.0 3050.1336 2.4995 76.494 41.1574 64.3726
ARENITO 49.0 3050.286 2.4874 69.6649 40.8162 64.7038
ARENITO 49.0 3050.4384 2.4864 50.1497 40.5693 65.0235
ARENITO 49.0 3050.5908 2.484 33.5032 40.4758 65.2621
ARENITO 49.0 3050.7432 2.4786 25.8255 40.4758 65.3686
ARENITO 49.0 3050.8956 2.4752 23.5598 40.4758 64.9482
ARENITO 49.0 3051.048 2.4747 23.7823 40.6312 64.3722
ARENITO 49.0 3051.2004 2.4801 24.9938 40.8779 64.0614
ARENITO 49.0 3051.3528 2.4818 27.6833 41.4376 63.7658
ARENITO 49.0 3051.5052 2.483 33.4927 42.3364 63.5743
ARENITO 49.0 3051.6576 2.477 41.1605 43.325 63.474
ARENITO 49.0 3051.81 2.4801 51.6784 44.6288 63.3096
ARENITO 49.0 3051.9624 2.4866 65.8335 46.1101 63.5614
ARENITO 49.0 3052.1148 2.4939 77.676 46.7928 63.9979
ARENITO 49.0 3052.2672 2.5107 84.3558 46.879 64.3658
ARENITO 49.0 3052.4196 2.5297 87.5867 47.04 64.6511
ARENITO 49.0 3052.572 2.5471 90.1179 47.4491 64.7376
ARENITO 49.0 3052.7244 2.537 93.1442 47.6178 64.6716
ARENITO 49.0 3052.8768 2.5494 98.1073 47.2915 64.5384
ARENITO 49.0 3053.0292 2.5565 103.751 46.634 64.3548
ARENITO 49.0 3053.1816 2.5422 105.1594 46.0572 63.8535
ARENITO 49.0 3053.334 2.5326 93.9041 45.5639 63.1694
ARENITO 49.0 3053.4864 2.5269 71.7943 44.9045 62.4344
ARENITO 49.0 3053.6388 2.5243 53.3168 44.163 61.6483
ARENITO 49.0 3053.7912 2.5273 43.5551 43.7568 61.1862
ARENITO 49.0 3053.9436 2.5283 40.8225 43.3424 61.1914
ARENITO 49.0 3054.096 2.5409 41.7942 43.0165 61.376
ARENITO 49.0 3054.2484 2.5291 43.1339 42.4308 61.714
ARENITO 49.0 3054.4008 2.5292 43.8916 41.691 61.7358
ARENITO 49.0 3054.5532 2.5233 44.7543 41.1204 61.4474
ARENITO 49.0 3054.7056 2.512 45.0023 40.6261 61.2699
ARENITO 49.0 3054.858 2.5187 43.7158 40.4758 61.0654
ARENITO 49.0 3055.0104 2.5299 40.3451 40.4758 60.7102
ARENITO 49.0 3055.1628 2.5294 37.3936 40.3028 60.5897
ARENITO 49.0 3055.3152 2.5251 38.6285 40.4028 60.9062
ARENITO 49.0 3055.4676 2.5345 43.007 40.4758 61.6042
ARENITO 49.0 3055.62 2.5403 46.7632 39.9513 62.5486
ARENITO 49.0 3055.7724 2.5288 45.051 39.0341 63.7656
ARENITO 49.0 3055.9248 2.5296 37.5131 38.3998 64.1379
ARENITO 49.0 3056.0772 2.5155 29.9057 38.0826 63.8153
ARENITO 49.0 3056.2296 2.4996 26.0861 37.8354 63.1837
ARENITO 49.0 3056.382 2.4881 25.1951 37.5888 62.4471
ARENITO 49.0 3056.5344 2.5017 26.0222 37.5204 61.7679
ARENITO 49.0 3056.6868 2.5247 28.0422 37.341 61.3708
ARENITO 49.0 3056.8392 2.5455 30.0552 37.2741 61.2162
ARENITO 49.0 3056.9916 2.5399 33.1601 37.2741 61.4093
ARENITO 49.0 3057.144 2.5411 37.7422 37.4554 61.7467
ARENITO 49.0 3057.2964 2.5326 44.7125 37.7026 61.95
ARENITO 49.0 3057.4488 2.5319 54.2736 37.9491 61.952
ARENITO 49.0 3057.6012 2.5292 59.1255 38.1961 61.8275
ARENITO 49.0 3057.7536 2.5346 60.0089 38.6273 61.7144
ARENITO 49.0 3057.906 2.5533 53.5166 38.9361 61.4274
FOLHELHO 57.0 3058.0584 2.5334 44.6995 39.1831 61.3769
FOLHELHO 57.0 3058.2108 2.5197 41.4493 39.4302 61.427
FOLHELHO 57.0 3058.3632 2.5399 44.2913 40.2377 61.2877
FOLHELHO 57.0 3058.5156 2.5507 55.4405 41.0369 61.5051
FOLHELHO 57.0 3058.668 2.5389 77.3605 41.7778 61.7416
FOLHELHO 57.0 3058.8204 2.5319 102.1834 42.5193 61.8274
FOLHELHO 57.0 3058.9728 2.5416 138.9437 43.4478 61.9541
FOLHELHO 57.0 3059.1252 2.5464 183.9838 43.6774 62.0275
FOLHELHO 57.0 3059.2776 2.56 211.5209 44.0583 62.0003
FOLHELHO 57.0 3059.43 2.5677 209.0034 43.7885 61.8342
FOLHELHO 57.0 3059.5824 2.5805 172.7029 43.4859 61.7503
FOLHELHO 57.0 3059.7348 2.5698 127.2926 43.0464 61.7782
FOLHELHO 57.0 3059.8872 2.5471 86.6021 42.7453 62.0635
ARENITO 49.0 3060.0396 2.5278 76.3597 42.6923 62.0997
ARENITO 49.0 3060.192 2.5318 83.3338 42.6923 62.286
ARENITO 49.0 3060.3444 2.5426 92.0572 42.8873 62.4972
ARENITO 49.0 3060.4968 2.5544 95.2585 42.9385 62.3405
ARENITO 49.0 3060.6492 2.5513 91.8306 43.1346 62.0502
ARENITO 49.0 3060.8016 2.5443 84.7968 43.3817 61.949
ARENITO 49.0 3060.954 2.5213 76.5302 43.6289 62.5411
ARENITO 49.0 3061.1064 2.5192 74.3468 44.0735 62.97
ARENITO 49.0 3061.2588 2.528 79.8688 44.5675 63.0385
ARENITO 49.0 3061.4112 2.5663 95.376 45.2615 62.7954
ARENITO 49.0 3061.5636 2.5692 112.3871 45.6012 62.2518
ARENITO 49.0 3061.716 2.576 128.5847 45.447 62.0575
ARENITO 49.0 3061.8684 2.5729 142.4646 44.5952 62.0799
ARENITO 49.0 3062.0208 2.5874 143.2025 43.6092 61.8842
ARENITO 49.0 3062.1732 2.5826 133.6196 42.6211 61.7569
ARENITO 49.0 3062.3256 2.5495 122.1733 41.6325 61.4502
ARENITO 49.0 3062.478 2.557 111.1614 40.2353 61.1821
ARENITO 49.0 3062.6304 2.5806 101.3731 38.7563 61.0564
ARENITO 49.0 3062.7828 2.5673 93.5054 37.4793 61.0395
ARENITO 49.0 3062.9352 2.5313 88.7405 36.0374 61.5414
ARENITO 49.0 3063.0876 2.5191 95.3017 34.3521 61.8485
ARENITO 49.0 3063.24 2.5666 109.5872 32.6228 62.4354
ARENITO 49.0 3063.3924 2.5826 133.1704 31.9326 62.8764
ARENITO 49.0 3063.5448 2.5509 152.8009 31.6478 62.6428
ARENITO 49.0 3063.6972 2.5618 172.0326 30.9828 62.4615
ARENITO 49.0 3063.8496 2.5521 189.2704 29.8217 62.6091
ARENITO 49.0 3064.002 2.578 176.7456 27.9537 62.8525
ARENITO 49.0 3064.1544 2.5555 139.7166 26.4037 63.0598
ARENITO 49.0 3064.3068 2.508 99.5252 24.7097 63.3462
ARENITO 49.0 3064.4592 2.4889 67.6692 22.9796 63.7334
ARENITO 49.0 3064.6116 2.475 61.5886 22.1053 64.1767
ARENITO 49.0 3064.764 2.4895 64.4286 21.1506 64.4979
ARENITO 49.0 3064.9164 2.4746 66.99 20.3764 64.8858
ARENITO 49.0 3065.0688 2.4834 67.2269 19.8502 65.0686
ARENITO 49.0 3065.2212 2.4894 66.5678 19.5728 65.2624
ARENITO 49.0 3065.3736 2.4997 66.4029 19.542 65.3751
ARENITO 49.0 3065.526 2.5098 66.3928 19.3249 65.211
ARENITO 49.0 3065.6784 2.489 65.5932 18.861 65.011
ARENITO 49.0 3065.8308 2.4719 64.6113 18.585 64.8547
ARENITO 49.0 3065.9832 2.455 63.8391 18.1189 64.7042
ARENITO 49.0 3066.1356 2.4487 62.1441 17.8451 64.2873
ARENITO 49.0 3066.288 2.449 58.4866 17.8181 63.8807
ARENITO 49.0 3066.4404 2.4518 51.7942 18.039 63.4347
ARENITO 49.0 3066.5928 2.4575 46.3254 17.8426 63.0283
ARENITO 49.0 3066.7452 2.4635 41.8667 18.4839 62.8084
ARENITO 49.0 3066.8976 2.4785 37.338 18.7797 62.9242
ARENITO 49.0 3067.05 2.5108 34.7361 19.2505 63.0747
ARENITO 49.0 3067.2024 2.4831 33.8428 19.7433 63.3609
ARENITO 49.0 3067.3548 2.47 34.5263 20.2375 64.0264
ARENITO 49.0 3067.5072 2.4654 35.5038 20.5064 64.5913
ARENITO 49.0 3067.6596 2.4505 36.9456 20.9784 65.1413
ARENITO 49.0 3067.812 2.4821 39.4935 21.6991 65.4172
ARENITO 49.0 3067.9644 2.5062 39.7056 21.7585 65.4373
ARENITO 49.0 3068.1168 2.5015 41.8429 22.6715 65.5762
ARENITO 49.0 3068.2692 2.4751 43.3868 23.4288 65.9116
ARENITO 49.0 3068.4216 2.4573 46.4842 24.3993 65.844
ARENITO 49.0 3068.574 2.4608 53.9404 25.1579 65.3702
ARENITO 49.0 3068.7264 2.49 62.3035 25.6669 65.1504
ARENITO 49.0 3068.8788 2.4995 69.9606 26.1611 64.8092
ARENITO 49.0 3069.0312 2.4972 76.3245 26.6555 64.1287
ARENITO 49.0 3069.1836 2.5121 79.4142 27.3826 63.4265
ARENITO 49.0 3069.336 2.5384 80.4288 28.1218 62.9629
ARENITO 49.0 3069.4884 2.5437 77.35 28.3956 62.7962
ARENITO 49.0 3069.6408 2.5306 74.1219 28.4081 63.122
ARENITO 49.0 3069.7932 2.5242 72.7141 28.8777 63.9961
ARENITO 49.0 3069.9456 2.5373 72.4952 29.8433 64.4684
ARENITO 49.0 3070.098 2.5446 73.7538 31.305 64.2958
ARENITO 49.0 3070.2504 2.519 76.418 33.0201 64.0477
ARENITO 49.0 3070.4028 2.5122 78.2717 34.9875 63.7006
ARENITO 49.0 3070.5552 2.5081 72.9144 36.488 63.4946
ARENITO 49.0 3070.7076 2.5274 63.612 37.7317 63.6339
ARENITO 49.0 3070.86 2.5308 57.1801 39.2031 63.8811
ARENITO 49.0 3071.0124 2.5368 64.1544 41.1664 63.9368
ARENITO 49.0 3071.1648 2.532 79.0924 42.4203 63.204
ARENITO 49.0 3071.3172 2.5534 95.9474 44.376 62.4051
ARENITO 49.0 3071.4696 2.5823 114.0259 46.8374 61.6027
ARENITO 49.0 3071.622 2.5936 124.4085 48.823 60.5537
ARENITO 49.0 3071.7744 2.6096 126.2575 50.3125 60.4902
ARENITO 49.0 3071.9268 2.6107 122.8472 51.7908 61.4799
ARENITO 49.0 3072.0792 2.6137 115.7722 52.784 62.0855
ARENITO 49.0 3072.2316 2.6227 110.1425 53.2812 62.2884
ARENITO 49.0 3072.384 2.6207 105.9371 53.7739 62.9373
ARENITO 49.0 3072.5364 2.5728 98.5002 53.7748 63.7391
ARENITO 49.0 3072.6888 2.5449 89.3379 53.7761 64.2889
ARENITO 49.0 3072.8412 2.5398 82.7196 54.0225 64.482
ARENITO 49.0 3072.9936 2.525 85.9604 54.2743 63.4808
ARENITO 49.0 3073.146 2.5352 99.9009 55.0126 62.6861
ARENITO 49.0 3073.2984 2.557 117.9056 55.5069 62.5027
ARENITO 49.0 3073.4508 2.5639 134.7924 55.9955 63.3585
ARENITO 49.0 3073.6032 2.5653 141.6183 56.2326 64.5541
ARENITO 49.0 3073.7556 2.5398 142.7459 55.9737 65.3577
ARENITO 49.0 3073.908 2.5345 142.6334 55.2405 66.1857
ARENITO 49.0 3074.0604 2.5563 141.2486 54.7462 66.1285
ARENITO 49.0 3074.2128 2.5701 137.5182 54.2364 65.7978
ARENITO 49.0 3074.3652 2.5769 128.4052 53.2351 64.5446
ARENITO 49.0 3074.5176 2.5786 120.4564 51.7521 63.2224
ARENITO 49.0 3074.67 2.5731 116.6635 50.2691 62.7886
ARENITO 49.0 3074.8224 2.5776 112.794 48.7445 62.8077
ARENITO 49.0 3074.9748 2.5499 101.4257 46.2804 63.247
ARENITO 49.0 3075.1272 2.5507 80.8254 43.8318 63.4313
ARENITO 49.0 3075.2796 2.546 58.4308 41.8425 63.2683
ARENITO 49.0 3075.432 2.5098 41.4064 39.6621 62.9012
ARENITO 49.0 3075.5844 2.5065 34.6589 38.2192 63.1574
ARENITO 49.0 3075.7368 2.5153 34.3931 37.4777 63.494
ARENITO 49.0 3075.8892 2.5048 36.6376 36.6912 63.5699
ARENITO 49.0 3076.0416 2.5184 40.27 35.2431 63.2884
ARENITO 49.0 3076.194 2.5261 42.6315 34.2544 63.2884
ARENITO 49.0 3076.3464 2.5285 43.2644 33.2153 63.3021
ARENITO 49.0 3076.4988 2.5219 43.6999 31.5585 63.509
ARENITO 49.0 3076.6512 2.5215 46.8498 30.8709 63.8027
ARENITO 49.0 3076.8036 2.5291 52.4852 30.8896 64.007
ARENITO 49.0 3076.956 2.5434 61.7532 31.1172 64.2225
ARENITO 49.0 3077.1084 2.5508 76.3017 31.1172 64.0259
ARENITO 49.0 3077.2608 2.5631 88.5203 31.0965 63.8755
ARENITO 49.0 3077.4132 2.5883 94.8831 30.8494 63.7163
ARENITO 49.0 3077.5656 2.591 88.5196 30.6679 63.4883
ARENITO 49.0 3077.718 2.5635 75.7136 31.1848 63.4837
ARENITO 49.0 3077.8704 2.5809 60.9064 31.926 63.4193
FOLHELHO 57.0 3078.0228 2.59 51.0529 32.6418 63.2575
FOLHELHO 57.0 3078.1752 2.5699 52.5547 33.1606 63.4531
FOLHELHO 57.0 3078.3276 2.5439 62.528 33.8514 63.6138
FOLHELHO 57.0 3078.48 2.5521 81.0436 34.0979 63.7763
FOLHELHO 57.0 3078.6324 2.5462 113.0957 34.3713 63.1372
FOLHELHO 57.0 3078.7848 2.5579 144.5487 34.947 62.1732
FOLHELHO 57.0 3078.9372 2.5681 165.6905 36.1265 61.1487
FOLHELHO 57.0 3079.0896 2.5877 175.3378 36.8659 60.4512
FOLHELHO 57.0 3079.242 2.6018 171.4013 37.5494 60.6868
FOLHELHO 57.0 3079.3944 2.5939 160.7186 37.7369 61.8677
FOLHELHO 57.0 3079.5468 2.5833 144.4597 37.4605 62.457
FOLHELHO 57.0 3079.6992 2.5485 127.4113 36.9353 62.6764
FOLHELHO 57.0 3079.8516 2.5359 105.9227 36.1621 63.3334
ARENITO 49.0 3080.004 2.5639 83.9721 35.2063 63.6052
ARENITO 49.0 3080.1564 2.5703 70.8496 34.5323 63.3817
ARENITO 49.0 3080.3088 2.5668 64.6892 34.2516 63.2633
ARENITO 49.0 3080.4612 2.5682 63.3548 33.7575 62.7468
ARENITO 49.0 3080.6136 2.5767 68.2758 33.2991 62.5379
ARENITO 49.0 3080.766 2.5737 78.1622 33.0519 62.8961
ARENITO 49.0 3080.9184 2.5623 91.7355 32.8411 63.3266
ARENITO 49.0 3081.0708 2.5701 106.6413 32.914 63.8381
ARENITO 49.0 3081.2232 2.5636 114.0638 33.371 63.8078
ARENITO 49.0 3081.3756 2.5498 116.7196 33.5417 63.5607
ARENITO 49.0 3081.528 2.5483 116.9932 33.2558 63.0357
ARENITO 49.0 3081.6804 2.5788 119.2091 32.8019 62.4331
ARENITO 49.0 3081.8328 2.6164 125.035 32.5948 62.1796
ARENITO 49.0 3081.9852 2.6126 136.6116 32.554 62.4385
FOLHELHO 57.0 3082.1376 2.5793 148.7192 32.3485 62.7136
FOLHELHO 57.0 3082.29 2.5886 150.4962 32.3066 62.8726
FOLHELHO 57.0 3082.4424 2.568 137.5668 32.1449 63.0904
FOLHELHO 57.0 3082.5948 2.5393 114.1999 32.4343 63.2426
FOLHELHO 57.0 3082.7472 2.5139 107.3162 32.9286 62.6465
FOLHELHO 57.0 3082.8996 2.5266 119.8415 33.3783 62.0162
FOLHELHO 57.0 3083.052 2.5726 146.4879 33.4892 62.2494
FOLHELHO 57.0 3083.2044 2.6061 156.0025 32.8593 62.8034
FOLHELHO 57.0 3083.3568 2.619 141.6089 31.763 63.1734
FOLHELHO 57.0 3083.5092 2.6068 104.5896 31.3162 63.5286
FOLHELHO 57.0 3083.6616 2.5793 81.4312 31.0697 63.5268
FOLHELHO 57.0 3083.814 2.5515 69.4614 30.8225 63.8255
FOLHELHO 57.0 3083.9664 2.5525 65.6513 30.6246 64.4777
ARENITO 49.0 3084.1188 2.5606 70.3166 30.6746 64.8274
ARENITO 49.0 3084.2712 2.5523 77.2456 30.9713 64.7366
ARENITO 49.0 3084.4236 2.5539 84.7652 31.5167 64.4444
ARENITO 49.0 3084.576 2.5562 90.2536 32.1541 64.0459
ARENITO 49.0 3084.7284 2.5663 88.9112 32.2444 64.0254
ARENITO 49.0 3084.8808 2.5658 85.4394 31.6971 64.6022
ARENITO 49.0 3085.0332 2.5495 80.368 31.1172 64.7722
ARENITO 49.0 3085.1856 2.5687 76.7838 31.0632 64.2969
ARENITO 49.0 3085.338 2.5551 76.9742 30.8161 63.2158
ARENITO 49.0 3085.4904 2.5155 81.5847 30.6246 62.4727
ARENITO 49.0 3085.6428 2.5009 84.8263 30.5682 62.7718
ARENITO 49.0 3085.7952 2.5149 81.5299 30.265 63.6873
ARENITO 49.0 3085.9476 2.5166 67.8938 29.8282 64.9563
ARENITO 49.0 3086.1 2.5065 46.7647 29.6395 65.8962
ARENITO 49.0 3086.2524 2.485 36.3935 29.5809 66.0869
ARENITO 49.0 3086.4048 2.4713 32.2358 29.3932 66.0267
ARENITO 49.0 3086.5572 2.472 31.8988 29.3932 65.7761
ARENITO 49.0 3086.7096 2.4791 32.1899 29.3328 65.624
ARENITO 49.0 3086.862 2.4656 32.3122 29.1469 65.8615
ARENITO 49.0 3087.0144 2.4527 33.2641 29.2091 66.3882
ARENITO 49.0 3087.1668 2.4849 35.1276 29.5189 66.9258
ARENITO 49.0 3087.3192 2.4947 38.6091 30.012 67.148
ARENITO 49.0 3087.4716 2.4931 44.6126 30.4423 66.8936
ARENITO 49.0 3087.624 2.494 52.052 30.8187 66.2767
ARENITO 49.0 3087.7764 2.4803 63.1232 31.4284 65.4234
ARENITO 49.0 3087.9288 2.481 80.7244 31.7415 64.5406
ARENITO 49.0 3088.0812 2.484 99.6283 32.169 64.1108
ARENITO 49.0 3088.2336 2.4953 112.9529 32.2811 64.1337
ARENITO 49.0 3088.386 2.5125 114.6171 31.9668 64.5527
ARENITO 49.0 3088.5384 2.5424 101.4694 31.6097 65.0014
ARENITO 49.0 3088.6908 2.5661 88.5264 31.5404 64.9391
ARENITO 49.0 3088.8432 2.5689 84.6924 31.433 64.5323
ARENITO 49.0 3088.9956 2.5435 93.3799 31.5392 64.1522
ARENITO 49.0 3089.148 2.5374 104.1298 31.2923 64.2168
ARENITO 49.0 3089.3004 2.5567 105.2081 30.9743 64.3169
ARENITO 49.0 3089.4528 2.5542 96.2024 30.6969 64.4318
ARENITO 49.0 3089.6052 2.5396 81.8338 30.7977 64.5229
ARENITO 49.0 3089.7576 2.5218 71.0478 30.4769 64.4128
ARENITO 49.0 3089.91 2.4962 60.7132 29.9837 64.3432
ARENITO 49.0 3090.0624 2.485 51.8292 29.5644 64.6334
ARENITO 49.0 3090.2148 2.4639 47.778 29.3175 64.7223
ARENITO 49.0 3090.3672 2.4583 48.9183 29.223 64.7185
ARENITO 49.0 3090.5196 2.4802 56.7592 29.3932 64.8813
ARENITO 49.0 3090.672 2.5053 67.2697 29.3932 65.119
ARENITO 49.0 3090.8244 2.52 73.3123 29.3932 65.267
ARENITO 49.0 3090.9768 2.5097 73.8622 29.472 65.4533
ARENITO 49.0 3091.1292 2.494 72.2725 29.7191 65.4226
ARENITO 49.0 3091.2816 2.5074 74.2227 30.1266 65.2222
ARENITO 49.0 3091.434 2.5433 83.5771 30.6246 64.8911
ARENITO 49.0 3091.5864 2.5795 96.3809 30.7061 64.3885
ARENITO 49.0 3091.7388 2.5705 101.893 30.953 64.0379
ARENITO 49.0 3091.8912 2.5335 94.0088 31.1172 63.6042
ARENITO 49.0 3092.0436 2.5264 74.9206 31.2005 63.2368
